2025-07-09 13:03:29.429893, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.503176, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.553084, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.615815, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.664310, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.712381, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.760790, 1 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.807595, 0 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.856170, 0 1 1 0 0 1 1 0 0 0
2025-07-09 13:03:29.903956, 0 1 1 0 0 1 1 0 0 0
2025-07-09 13:03:29.953011, 0 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:29.999302, 0 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:30.047175, 0 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:30.093737, 0 1 1 0 0 1 0 0 0 0
2025-07-09 13:03:30.142016, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.187941, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.235475, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.287518, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.339140, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.386668, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.434796, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.488033, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.537143, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.584215, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.633878, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.681442, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.729462, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.775777, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.822724, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.868602, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.916727, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:30.963091, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:31.015946, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:31.063753, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:31.114035, 0 1 1 0 0 1 0 0 0 1
2025-07-09 13:03:31.161399, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.209212, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.256243, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.303592, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.349452, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.395887, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.441723, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.488800, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.536693, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.583957, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.631449, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.680658, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.746291, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.794328, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.841589, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.889526, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.936912, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:31.984700, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.032348, 0 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.080122, 0 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.128079, 0 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.176021, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.224116, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.273233, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.323367, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.372040, 0 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.419177, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.469475, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.516543, 0 1 1 0 0 0 0 0 0 1
2025-07-09 13:03:32.564449, 0 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.611963, 1 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.659293, 0 1 0 0 0 0 0 0 0 1
2025-07-09 13:03:32.708394, 1 1 0 0 0 0 0 0 0 1
