2025-11-12 13:08:08.425974, 0 1 0 0 0 0 0 0 0 0
2025-11-12 13:08:08.796231, 1 1 1 0 0 0 0 0 0 0
2025-11-12 13:08:09.153845, 1 1 1 0 0 0 0 0 0 0
2025-11-12 13:08:09.521549, 1 1 1 0 0 0 0 0 0 0
2025-11-12 13:08:09.892334, 1 0 0 0 0 0 0 0 0 0
2025-11-12 13:08:10.258879, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:10.613826, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:10.981193, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:11.342086, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:11.712643, 1 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:12.094546, 1 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:12.472929, 1 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:12.829754, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:13.188010, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:13.589400, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:13.947525, 1 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:14.314302, 1 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:14.669678, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:15.023265, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:15.383714, 1 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:15.758333, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:16.128327, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:16.496163, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:16.875637, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:17.244528, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:17.596409, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:17.973773, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:18.346145, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:18.711991, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:19.077592, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:19.446070, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:19.817137, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:20.199898, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:20.573771, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:20.940056, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:21.308705, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:21.670247, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:22.041658, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:22.410891, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:22.778106, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:23.132059, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:23.496864, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:23.854693, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:24.225279, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:24.596199, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:24.973300, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:25.337047, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:25.696514, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:26.050310, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:26.421635, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:26.777891, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:27.137201, 0 0 0 1 0 1 0 1 0 1
2025-11-12 13:08:27.492216, 0 0 0 1 0 1 0 1 0 1
2025-11-12 13:08:27.865540, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:28.223696, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:28.584952, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:28.941516, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:29.306720, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:29.666020, 1 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:30.049289, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:30.411831, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:30.770895, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:31.160791, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:31.523824, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:31.906135, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:32.276869, 0 0 0 0 0 1 0 0 0 1
2025-11-12 13:08:32.634390, 0 0 0 0 0 0 0 0 0 1
2025-11-12 13:08:33.002569, 0 0 0 0 0 0 0 0 0 0
2025-11-12 13:08:33.388354, 0 0 0 0 0 0 0 0 0 0
2025-11-12 13:08:33.753634, 0 0 0 0 0 0 0 0 0 0
2025-11-12 13:08:34.122322, 0 0 0 0 0 0 0 0 0 0
2025-11-12 13:08:34.478246, 0 0 0 0 0 0 0 0 0 0
2025-11-12 13:08:34.850893, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:35.248770, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:35.611572, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:35.977782, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:36.347354, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:36.722433, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:37.094601, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:37.460026, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:37.846243, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:38.222409, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:38.579178, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:38.935103, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:39.287444, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:39.658124, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:40.019478, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:40.377507, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:40.741559, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:41.109773, 0 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:41.498110, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:41.878679, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:42.262425, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:42.622602, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:42.984950, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:43.350202, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:43.725803, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:44.107372, 1 0 0 1 0 0 0 0 0 1
2025-11-12 13:08:44.479524, 1 0 0 1 0 0 0 0 0 0
2025-11-12 13:08:44.850621, 0 0 0 0 0 0 0 0 0 1
2025-11-12 13:08:45.213499, 0 0 0 0 0 0 0 0 0 1
2025-11-12 13:08:45.583466, 0 0 1 0 0 1 0 0 0 1
2025-11-12 13:08:45.936827, 0 0 0 1 0 1 0 0 0 1
2025-11-12 13:08:46.297060, 0 0 1 1 0 1 0 1 0 1
